"Time","Machine","User","Access","SourceAddr"
"10/24/2024 5:16:52 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/24/2024 5:04:10 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/24/2024 5:03:49 PM","EMICA","adminemica","Negotiate","192.168.113.2"
"10/24/2024 5:03:49 PM","Window Manager","DWM-2","Negotiate","-"
"10/24/2024 5:03:49 PM","Window Manager","DWM-2","Negotiate","-"
"10/24/2024 5:03:47 PM","EMICA","adminemica","NTLM","-"
"10/24/2024 4:21:37 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 3:45:14 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/24/2024 2:38:37 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 1:17:32 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/24/2024 12:40:36 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 10:44:34 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 9:12:34 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 7:41:34 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 5:56:33 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 5:17:31 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/24/2024 4:26:33 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 2:28:32 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/24/2024 12:48:32 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 11:09:32 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 9:17:31 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/23/2024 9:17:30 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:17:29 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 9:17:24 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:17:23 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:17:23 PM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"10/23/2024 9:17:22 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:17:21 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:17:21 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 9:17:20 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:17:18 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:17:17 PM","Window Manager","DWM-1","Negotiate","-"
"10/23/2024 9:17:17 PM","Window Manager","DWM-1","Negotiate","-"
"10/23/2024 9:17:17 PM","NT AUTHORITY","LOCAL SERVICE","Negotiate","-"
"10/23/2024 9:17:17 PM","NT AUTHORITY","NETWORK SERVICE","Negotiate","-"
"10/23/2024 9:17:17 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:17:15 PM","NT AUTHORITY","SYSTEM","-","-"
"10/23/2024 9:01:16 PM","EMICA","adminemica","Negotiate","10.0.0.230"
"10/23/2024 9:01:16 PM","Window Manager","DWM-3","Negotiate","-"
"10/23/2024 9:01:16 PM","Window Manager","DWM-3","Negotiate","-"
"10/23/2024 9:01:16 PM","EMICA","adminemica","Kerberos","-"
"10/23/2024 9:00:02 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:00:02 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:58:23 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:53:07 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:49:55 PM","EMICA","adminemica","Kerberos","10.0.0.231"
"10/23/2024 8:49:55 PM","EMICA","adminemica","Kerberos","10.0.0.231"
"10/23/2024 8:49:55 PM","EMICA","adminemica","Kerberos","10.0.0.231"
"10/23/2024 8:49:55 PM","EMICA","adminemica","Kerberos","10.0.0.231"
"10/23/2024 8:47:53 PM","EMICA","adminemica","Kerberos","10.0.0.220"
"10/23/2024 8:47:53 PM","EMICA","adminemica","Kerberos","10.0.0.220"
"10/23/2024 8:47:53 PM","EMICA","adminemica","Kerberos","10.0.0.220"
"10/23/2024 8:47:53 PM","EMICA","adminemica","Kerberos","10.0.0.220"
"10/23/2024 8:45:21 PM","EMICA","adminemica","Negotiate","192.168.113.3"
"10/23/2024 8:45:21 PM","Window Manager","DWM-2","Negotiate","-"
"10/23/2024 8:45:21 PM","Window Manager","DWM-2","Negotiate","-"
"10/23/2024 8:45:16 PM","EMICA","adminemica","NTLM","-"
"10/23/2024 8:40:21 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/23/2024 8:40:13 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 8:40:13 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 8:40:06 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:40:05 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:40:05 PM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"10/23/2024 8:40:04 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:40:03 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:40:02 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:39:59 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:39:59 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:39:59 PM","Window Manager","DWM-1","Negotiate","-"
"10/23/2024 8:39:59 PM","Window Manager","DWM-1","Negotiate","-"
"10/23/2024 8:39:59 PM","NT AUTHORITY","LOCAL SERVICE","Negotiate","-"
"10/23/2024 8:39:58 PM","NT AUTHORITY","NETWORK SERVICE","Negotiate","-"
"10/23/2024 8:39:58 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:39:57 PM","NT AUTHORITY","SYSTEM","-","-"
"10/23/2024 8:37:54 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 8:34:35 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 8:16:41 PM","EMICA","adminemica","Negotiate","192.168.113.3"
"10/23/2024 8:16:41 PM","Window Manager","DWM-3","Negotiate","-"
"10/23/2024 8:16:41 PM","Window Manager","DWM-3","Negotiate","-"
"10/23/2024 8:16:39 PM","EMICA","adminemica","NTLM","-"
"10/23/2024 7:53:11 PM","EMICA","adminemica","Kerberos","10.0.0.210"
"10/23/2024 7:53:11 PM","EMICA","adminemica","Kerberos","10.0.0.210"
"10/23/2024 7:53:11 PM","EMICA","adminemica","Kerberos","10.0.0.210"
"10/23/2024 7:53:11 PM","EMICA","adminemica","Kerberos","10.0.0.210"
"10/23/2024 7:52:10 PM","EMICA","adminemica","Kerberos","10.0.0.230"
"10/23/2024 7:52:10 PM","EMICA","adminemica","Kerberos","10.0.0.230"
"10/23/2024 7:52:10 PM","EMICA","adminemica","Kerberos","10.0.0.230"
"10/23/2024 7:52:10 PM","EMICA","adminemica","Kerberos","10.0.0.230"
"10/23/2024 7:46:43 PM","EMICA","adminemica","Negotiate","10.0.0.210"
"10/23/2024 7:46:43 PM","Window Manager","DWM-3","Negotiate","-"
"10/23/2024 7:46:43 PM","Window Manager","DWM-3","Negotiate","-"
"10/23/2024 7:46:43 PM","EMICA","adminemica","Kerberos","-"
"10/23/2024 7:45:35 PM","Window Manager","DWM-3","Negotiate","-"
"10/23/2024 7:45:35 PM","Window Manager","DWM-3","Negotiate","-"
"10/23/2024 7:45:33 PM","EMICA","adminemica","NTLM","-"
"10/23/2024 7:00:54 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 5:52:48 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 5:25:52 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 3:27:52 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 2:42:58 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/23/2024 1:52:51 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 12:05:51 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 10:07:50 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 8:35:50 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 6:42:56 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/23/2024 6:42:50 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 5:04:49 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 3:28:49 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 2:24:43 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 1:45:48 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/23/2024 12:09:32 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/23/2024 12:03:47 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 10:42:56 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/22/2024 10:05:46 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 8:15:46 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 6:44:45 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 4:50:45 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 2:57:45 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 2:42:54 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/22/2024 1:25:44 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 11:54:44 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 10:09:43 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 8:39:43 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 7:06:25 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:55:50 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:53:22 AM","EMICA","adminemica","Negotiate","192.168.113.2"
"10/22/2024 6:53:22 AM","Window Manager","DWM-2","Negotiate","-"
"10/22/2024 6:53:22 AM","Window Manager","DWM-2","Negotiate","-"
"10/22/2024 6:53:20 AM","EMICA","adminemica","NTLM","-"
"10/22/2024 6:42:55 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/22/2024 6:42:55 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:42:52 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 6:42:47 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:42:47 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:42:46 AM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"10/22/2024 6:42:45 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:42:44 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:42:44 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 6:42:44 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:42:41 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:42:41 AM","NT AUTHORITY","LOCAL SERVICE","Negotiate","-"
"10/22/2024 6:42:41 AM","Window Manager","DWM-1","Negotiate","-"
"10/22/2024 6:42:41 AM","Window Manager","DWM-1","Negotiate","-"
"10/22/2024 6:42:40 AM","NT AUTHORITY","NETWORK SERVICE","Negotiate","-"
"10/22/2024 6:42:40 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:42:38 AM","NT AUTHORITY","SYSTEM","-","-"
"10/22/2024 6:34:29 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 6:31:07 AM","EMICA","adminemica","Kerberos","10.0.0.200"
"10/22/2024 6:26:59 AM","EMICA","adminemica","Kerberos","10.0.0.220"
"10/22/2024 6:26:59 AM","EMICA","adminemica","Kerberos","10.0.0.220"
"10/22/2024 6:26:59 AM","EMICA","adminemica","Kerberos","10.0.0.220"
"10/22/2024 6:26:59 AM","EMICA","adminemica","Kerberos","10.0.0.220"
"10/22/2024 6:26:10 AM","EMICA","adminemica","Negotiate","192.168.113.2"
"10/22/2024 6:26:09 AM","Window Manager","DWM-2","Negotiate","-"
"10/22/2024 6:26:09 AM","Window Manager","DWM-2","Negotiate","-"
"10/22/2024 6:26:07 AM","EMICA","adminemica","NTLM","-"
"10/22/2024 5:07:37 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 3:31:36 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/22/2024 2:55:40 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 2:02:05 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 2:02:03 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/22/2024 1:40:36 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 11:50:36 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 11:11:20 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/21/2024 10:16:36 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/21/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/21/2024 8:29:35 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 6:48:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 5:08:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 3:33:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 3:11:19 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/21/2024 1:58:32 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 12:22:32 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 10:47:31 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 9:13:31 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 8:35:05 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/21/2024 7:40:31 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 7:11:18 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/21/2024 5:55:30 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 4:12:30 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 3:08:17 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/21/2024 3:08:15 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/21/2024 2:30:30 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/21/2024 12:34:29 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 11:11:17 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/20/2024 10:39:29 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/20/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/20/2024 8:48:28 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 7:12:27 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 5:21:27 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 3:30:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 3:11:16 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/20/2024 2:07:57 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/20/2024 1:39:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 12:04:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 10:30:25 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 8:57:25 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 7:26:24 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 7:11:15 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/20/2024 5:40:24 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 3:41:23 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 1:53:23 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/20/2024 12:07:22 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 11:11:14 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/19/2024 10:36:22 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/19/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/19/2024 8:53:21 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 7:01:49 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/19/2024 6:56:21 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 5:15:20 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 3:35:20 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 3:11:13 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/19/2024 2:04:20 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 12:34:19 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 10:35:18 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 8:37:17 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 7:11:12 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/19/2024 6:40:17 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 5:00:17 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 3:08:16 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/19/2024 1:33:16 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 11:45:15 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 11:11:11 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/18/2024 11:11:02 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/18/2024 9:59:15 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/18/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/18/2024 8:17:15 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 6:22:13 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 4:31:12 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 3:11:10 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/18/2024 2:41:12 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 12:52:12 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 11:04:11 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 9:34:11 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 7:36:11 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 7:11:09 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/18/2024 6:49:59 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/18/2024 6:49:36 AM","EMICA","adminemica","Negotiate","192.168.113.2"
"10/18/2024 6:49:35 AM","Window Manager","DWM-2","Negotiate","-"
"10/18/2024 6:49:35 AM","Window Manager","DWM-2","Negotiate","-"
"10/18/2024 6:49:31 AM","EMICA","adminemica","NTLM","-"
"10/18/2024 5:40:10 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 3:45:10 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 1:52:08 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/18/2024 1:12:10 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/18/2024 12:09:08 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 11:11:08 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/17/2024 10:13:07 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 8:37:07 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 6:56:06 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 5:02:06 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 3:18:19 PM","EMICA","adminemica","Kerberos","10.0.0.231"
"10/17/2024 3:18:19 PM","EMICA","adminemica","Kerberos","10.0.0.231"
"10/17/2024 3:18:19 PM","EMICA","adminemica","Kerberos","10.0.0.231"
"10/17/2024 3:18:19 PM","EMICA","adminemica","Kerberos","10.0.0.231"
"10/17/2024 3:13:03 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:12:44 PM","EMICA","adminemica","Negotiate","192.168.113.2"
"10/17/2024 3:12:44 PM","Window Manager","DWM-3","Negotiate","-"
"10/17/2024 3:12:44 PM","Window Manager","DWM-3","Negotiate","-"
"10/17/2024 3:12:42 PM","EMICA","adminemica","NTLM","-"
"10/17/2024 3:12:21 PM","Window Manager","DWM-2","Negotiate","-"
"10/17/2024 3:12:21 PM","Window Manager","DWM-2","Negotiate","-"
"10/17/2024 3:11:08 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/17/2024 3:11:06 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 3:11:05 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 3:11:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:11:00 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:11:00 PM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"10/17/2024 3:10:59 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:10:58 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:10:58 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:10:55 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:10:55 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:10:54 PM","Window Manager","DWM-1","Negotiate","-"
"10/17/2024 3:10:54 PM","Window Manager","DWM-1","Negotiate","-"
"10/17/2024 3:10:54 PM","NT AUTHORITY","LOCAL SERVICE","Negotiate","-"
"10/17/2024 3:10:54 PM","NT AUTHORITY","NETWORK SERVICE","Negotiate","-"
"10/17/2024 3:10:54 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:10:53 PM","NT AUTHORITY","SYSTEM","-","-"
"10/17/2024 3:08:32 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:07:24 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 3:03:56 PM","EMICA","adminemica","Negotiate","192.168.113.2"
"10/17/2024 3:03:56 PM","Window Manager","DWM-2","Negotiate","-"
"10/17/2024 3:03:56 PM","Window Manager","DWM-2","Negotiate","-"
"10/17/2024 3:03:54 PM","EMICA","adminemica","NTLM","-"
"10/17/2024 2:58:38 PM","EMICA","adminemica","Kerberos","10.0.0.200"
"10/17/2024 2:57:28 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/17/2024 2:57:24 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:57:19 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 2:57:19 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:57:19 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:57:18 PM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"10/17/2024 2:57:18 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:57:17 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 2:57:17 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:57:16 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:57:14 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:57:14 PM","Window Manager","DWM-1","Negotiate","-"
"10/17/2024 2:57:14 PM","Window Manager","DWM-1","Negotiate","-"
"10/17/2024 2:57:14 PM","NT AUTHORITY","LOCAL SERVICE","Negotiate","-"
"10/17/2024 2:57:14 PM","NT AUTHORITY","NETWORK SERVICE","Negotiate","-"
"10/17/2024 2:57:13 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:57:12 PM","NT AUTHORITY","SYSTEM","-","-"
"10/17/2024 2:45:20 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:33:55 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:32:44 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:32:18 PM","EMICA","adminemica","Negotiate","192.168.113.2"
"10/17/2024 2:32:17 PM","Window Manager","DWM-2","Negotiate","-"
"10/17/2024 2:32:17 PM","Window Manager","DWM-2","Negotiate","-"
"10/17/2024 2:32:15 PM","EMICA","adminemica","NTLM","-"
"10/17/2024 2:21:10 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"10/17/2024 2:21:01 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 2:21:00 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"10/17/2024 2:20:53 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:20:52 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"10/17/2024 2:20:52 PM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"10/17/2024 2:20:51 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
