"Time","Machine","User","Access","SourceAddr"
"6/22/2024 8:47:57 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/22/2024 8:47:52 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/22/2024 8:47:51 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/22/2024 8:47:43 AM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"6/22/2024 8:47:42 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/22/2024 8:47:40 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/22/2024 8:47:38 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/22/2024 8:47:35 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/22/2024 8:47:35 AM","Window Manager","DWM-1","Negotiate","-"
"6/22/2024 8:47:35 AM","Window Manager","DWM-1","Negotiate","-"
"6/22/2024 8:47:35 AM","NT AUTHORITY","LOCAL SERVICE","Negotiate","-"
"6/22/2024 8:47:34 AM","NT AUTHORITY","NETWORK SERVICE","Negotiate","-"
"6/22/2024 8:47:34 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/22/2024 8:47:33 AM","NT AUTHORITY","SYSTEM","-","-"
"6/21/2024 4:13:40 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/21/2024 2:17:48 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 2:17:39 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 2:17:39 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 2:17:29 PM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"6/21/2024 2:17:28 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 2:17:26 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 2:17:25 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 2:17:22 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 2:17:21 PM","NT AUTHORITY","LOCAL SERVICE","Negotiate","-"
"6/21/2024 2:17:21 PM","Window Manager","DWM-1","Negotiate","-"
"6/21/2024 2:17:21 PM","Window Manager","DWM-1","Negotiate","-"
"6/21/2024 2:17:20 PM","NT AUTHORITY","NETWORK SERVICE","Negotiate","-"
"6/21/2024 2:17:19 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 2:17:18 PM","NT AUTHORITY","SYSTEM","-","-"
"6/21/2024 10:59:38 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/21/2024 9:15:38 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/21/2024 8:44:13 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/21/2024 7:33:41 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 7:18:38 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/21/2024 5:23:38 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/21/2024 4:18:00 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/21/2024 3:45:37 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/21/2024 1:59:36 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/21/2024 12:44:12 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/21/2024 12:00:35 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 10:16:35 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/20/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/20/2024 8:35:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 6:40:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 5:01:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 4:44:11 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/20/2024 3:08:33 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 1:32:33 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 11:59:32 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 10:29:43 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/20/2024 10:28:32 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 8:58:32 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 8:44:10 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/20/2024 7:00:30 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 5:27:30 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 3:48:29 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 3:36:10 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/20/2024 1:56:29 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/20/2024 12:44:09 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/20/2024 12:13:28 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 10:31:28 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/19/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/19/2024 8:37:28 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 7:06:27 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 6:22:51 PM","EMICA","adminemica","Negotiate","192.168.113.2"
"6/19/2024 6:22:51 PM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 6:22:51 PM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 6:22:50 PM","EMICA","adminemica","NTLM","-"
"6/19/2024 6:07:26 PM","EMICA","adminemica","Negotiate","192.168.113.2"
"6/19/2024 6:07:26 PM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 6:07:26 PM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 6:07:25 PM","EMICA","adminemica","NTLM","-"
"6/19/2024 5:55:35 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/19/2024 5:48:52 PM","EMICA","adminemica","NTLM","-"
"6/19/2024 5:24:28 PM","EMICA","adminemica","Negotiate","192.168.113.2"
"6/19/2024 5:24:28 PM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 5:24:28 PM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 5:24:27 PM","EMICA","adminemica","NTLM","-"
"6/19/2024 5:21:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 4:49:45 PM","EMICA","adminemica","Negotiate","192.168.113.2"
"6/19/2024 4:49:45 PM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 4:49:45 PM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 4:49:44 PM","EMICA","adminemica","NTLM","-"
"6/19/2024 4:44:08 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/19/2024 3:23:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 1:42:24 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 12:30:33 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/19/2024 11:51:24 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 10:37:53 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 10:32:13 AM","EMICA","adminemica","Negotiate","192.168.182.130"
"6/19/2024 10:32:13 AM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 10:32:13 AM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 10:32:12 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 10:32:11 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 10:31:00 AM","EMICA","adminemica","Negotiate","192.168.182.130"
"6/19/2024 10:31:00 AM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 10:31:00 AM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 10:30:59 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 10:30:55 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 10:29:57 AM","EMICA","adminemica","Negotiate","10.0.0.110"
"6/19/2024 10:29:50 AM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 10:29:50 AM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 10:29:50 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 10:29:50 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 10:17:23 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 10:02:26 AM","EMICA","adminemica","Negotiate","192.168.113.2"
"6/19/2024 10:02:26 AM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 10:02:26 AM","Window Manager","DWM-3","Negotiate","-"
"6/19/2024 10:02:25 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 8:44:07 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/19/2024 8:18:23 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 7:10:36 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/19/2024 6:23:06 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/19/2024 6:20:23 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 6:10:04 AM","EMICA","adminemica","Negotiate","192.168.113.3"
"6/19/2024 6:10:03 AM","Window Manager","DWM-2","Negotiate","-"
"6/19/2024 6:10:03 AM","Window Manager","DWM-2","Negotiate","-"
"6/19/2024 6:10:01 AM","EMICA","adminemica","NTLM","-"
"6/19/2024 4:24:22 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 2:44:22 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 1:07:21 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/19/2024 12:44:06 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/18/2024 11:18:21 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 9:35:19 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/18/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/18/2024 8:05:19 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 6:15:18 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 4:44:21 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/18/2024 4:44:05 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/18/2024 4:42:18 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 4:26:25 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/18/2024 4:23:08 PM","EMICA","adminemica","Negotiate","10.0.0.44"
"6/18/2024 4:23:08 PM","Window Manager","DWM-3","Negotiate","-"
"6/18/2024 4:23:08 PM","Window Manager","DWM-3","Negotiate","-"
"6/18/2024 4:23:08 PM","EMICA","adminemica","NTLM","-"
"6/18/2024 4:03:51 PM","EMICA","adminemica","Negotiate","10.0.0.110"
"6/18/2024 4:03:51 PM","Window Manager","DWM-3","Negotiate","-"
"6/18/2024 4:03:51 PM","Window Manager","DWM-3","Negotiate","-"
"6/18/2024 4:03:50 PM","EMICA","adminemica","NTLM","-"
"6/18/2024 4:03:50 PM","EMICA","adminemica","NTLM","-"
"6/18/2024 3:11:17 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 2:24:29 PM","EMICA","adminemica","Negotiate","10.0.0.110"
"6/18/2024 2:24:29 PM","Window Manager","DWM-3","Negotiate","-"
"6/18/2024 2:24:29 PM","Window Manager","DWM-3","Negotiate","-"
"6/18/2024 2:24:28 PM","EMICA","adminemica","NTLM","-"
"6/18/2024 2:24:28 PM","EMICA","adminemica","NTLM","-"
"6/18/2024 1:15:17 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 11:20:17 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 11:11:11 AM","EMICA","adminemica","Negotiate","10.0.0.110"
"6/18/2024 11:11:10 AM","Window Manager","DWM-3","Negotiate","-"
"6/18/2024 11:11:10 AM","Window Manager","DWM-3","Negotiate","-"
"6/18/2024 11:11:10 AM","EMICA","adminemica","NTLM","-"
"6/18/2024 11:11:09 AM","EMICA","adminemica","NTLM","-"
"6/18/2024 9:47:16 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 8:44:04 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/18/2024 8:17:16 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 6:34:15 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 4:38:13 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 3:56:39 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/18/2024 3:56:38 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/18/2024 3:56:36 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/18/2024 2:53:13 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 1:11:13 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/18/2024 12:44:03 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/17/2024 11:16:12 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 9:40:45 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 9:23:12 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 7:48:11 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 6:16:11 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 4:46:11 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 4:44:02 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/17/2024 3:02:10 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 1:21:10 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 11:42:47 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 11:31:56 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 11:28:08 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 10:48:25 AM","EMICA","ADMINEMICA","Negotiate","fe80::7044:8a54:156c:fdcd"
"6/17/2024 10:48:25 AM","Window Manager","DWM-3","Negotiate","-"
"6/17/2024 10:48:25 AM","Window Manager","DWM-3","Negotiate","-"
"6/17/2024 10:48:24 AM","EMICA","adminemica","NTLM","-"
"6/17/2024 10:48:22 AM","EMICA","adminemica","NTLM","-"
"6/17/2024 9:41:08 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 8:44:01 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/17/2024 7:43:08 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 5:58:07 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 4:02:07 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 3:45:40 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 3:45:40 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 3:45:38 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 2:29:42 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/17/2024 2:07:06 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/17/2024 12:44:00 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/17/2024 12:13:06 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 10:20:06 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/16/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/16/2024 8:47:06 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 7:15:05 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 5:44:03 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 4:43:59 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/16/2024 3:56:03 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 2:26:03 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 12:43:02 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 11:02:02 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 9:24:01 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 8:43:58 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/16/2024 7:47:01 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 5:57:56 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 5:08:21 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/16/2024 4:55:00 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/16/2024 4:03:56 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 2:10:55 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/16/2024 12:43:57 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/16/2024 12:22:54 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 10:45:53 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/15/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/15/2024 8:56:53 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 7:08:53 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 5:37:52 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 4:43:56 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/15/2024 3:46:51 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 2:09:51 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 12:32:50 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 10:41:50 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 9:05:50 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 8:43:55 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/15/2024 7:51:35 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/15/2024 7:29:48 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 5:41:48 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 4:11:47 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 2:47:17 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/15/2024 2:20:47 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 12:45:46 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/15/2024 12:43:54 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/14/2024 11:09:46 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 9:36:45 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/14/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/14/2024 8:06:45 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 6:10:44 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 4:43:53 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/14/2024 4:18:44 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 2:28:43 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 12:51:42 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 12:44:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/14/2024 10:58:42 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 9:23:41 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 8:43:52 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/14/2024 7:33:41 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 5:45:31 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/14/2024 5:43:40 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 4:10:40 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 2:23:39 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/14/2024 12:43:51 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/14/2024 12:43:39 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 11:08:38 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 9:23:35 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/13/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/13/2024 7:28:35 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 5:35:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 4:43:50 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/13/2024 4:27:05 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/13/2024 3:57:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 2:22:33 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 12:37:29 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 10:56:28 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 9:17:28 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 8:43:49 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/13/2024 8:24:55 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/13/2024 8:23:31 AM","EMICA","ADMINEMICA","Negotiate","fe80::7044:8a54:156c:fdcd"
"6/13/2024 8:23:30 AM","Window Manager","DWM-3","Negotiate","-"
"6/13/2024 8:23:30 AM","Window Manager","DWM-3","Negotiate","-"
"6/13/2024 8:23:29 AM","EMICA","adminemica","NTLM","-"
"6/13/2024 8:23:26 AM","EMICA","adminemica","NTLM","-"
"6/13/2024 7:39:27 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 6:01:29 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 4:16:27 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 3:45:45 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/13/2024 2:24:27 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/13/2024 12:43:11 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/13/2024 12:39:26 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 10:40:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 8:44:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 7:18:59 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 6:50:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 4:57:25 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 4:43:10 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/12/2024 3:01:25 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 2:15:13 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 1:58:55 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 1:57:52 PM","EMICA","ADMINEMICA","Negotiate","fe80::7044:8a54:156c:fdcd"
"6/12/2024 1:57:52 PM","Window Manager","DWM-3","Negotiate","-"
"6/12/2024 1:57:52 PM","Window Manager","DWM-3","Negotiate","-"
"6/12/2024 1:57:50 PM","EMICA","adminemica","NTLM","-"
"6/12/2024 1:57:47 PM","EMICA","adminemica","NTLM","-"
"6/12/2024 1:21:25 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 11:50:44 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 11:37:42 AM","EMICA","adminemica","Negotiate","192.168.113.2"
"6/12/2024 11:37:41 AM","Window Manager","DWM-2","Negotiate","-"
"6/12/2024 11:37:41 AM","Window Manager","DWM-2","Negotiate","-"
"6/12/2024 11:37:39 AM","EMICA","adminemica","NTLM","-"
"6/12/2024 11:33:23 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 9:40:23 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 8:43:09 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/12/2024 7:52:22 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 6:06:22 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 4:23:21 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 2:42:21 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 2:12:34 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 2:12:34 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 2:10:38 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 2:10:32 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 2:07:29 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/12/2024 1:04:21 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/12/2024 12:43:08 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"6/11/2024 11:58:14 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/11/2024 11:28:20 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/11/2024 9:38:20 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"6/11/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/11/2024 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"6/11/2024 8:06:20 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
